UniProt ID;Gene;Protein name
P23327;HRC;Sarcoplasmic reticulum histidine-rich calcium-binding protein
Q96MM7;HS6ST2;Heparan-sulfate 6-O-sulfotransferase 2
P28845;HSD11B1;11-beta-hydroxysteroid dehydrogenase 1
P48723;HSPA13;Heat shock 70 kDa protein 13
O14558;HSPB6;Heat shock protein beta-6
Q14773;ICAM4;Intercellular adhesion molecule 4
O75144;ICOSLG;ICOS ligand
P14902;IDO1;Indoleamine 2,3-dioxygenase 1
P22304;IDS;Iduronate 2-sulfatase
P35475;IDUA;Alpha-L-iduronidase
P13284;IFI30;Gamma-interferon-inducible lysosomal thiol reductase
P17181;IFNAR1;Interferon alpha/beta receptor 1
P15260;IFNGR1;Interferon gamma receptor 1
P38484;IFNGR2;Interferon gamma receptor 2
Q8IU57;IFNLR1;Interferon lambda receptor 1
P78318;IGBP1;Immunoglobulin-binding protein 1
P08069;IGF1R;Insulin-like growth factor 1 receptor
Q6B9Z1;IGFL4;Insulin growth factor-like family member 4
O75054;IGSF3;Immunoglobulin superfamily member 3
Q9Y6K9;IKBKG;NF-kappa-B essential modulator
P29459_P29460;IL12A_IL12B;Interleukin-12
P29460;IL12B;Interleukin-12 subunit beta
P40933;IL15;Interleukin-15
Q14005;IL16;Pro-interleukin-16
Q8TAD2;IL17D;Interleukin-17D
Q9NRM6;IL17RB;Interleukin-17 receptor B
Q13478;IL18R1;Interleukin-18 receptor 1
O95256;IL18RAP;Interleukin-18 receptor accessory protein
P01583;IL1A;Interleukin-1 alpha
P01584;IL1B;Interleukin-1 beta
Q9HB29;IL1RL2;Interleukin-1 receptor-like 2
P60568;IL2;Interleukin-2
Q9NYY1;IL20;Interleukin-20
Q9GZX6;IL22;Interleukin-22
Q5VWK5;IL23R;Interleukin-23 receptor
Q8NI17;IL31RA;Interleukin-31 receptor subunit alpha
P24001;IL32;Interleukin-32
O95760;IL33;Interleukin-33
Q9NZH7;IL36B;Interleukin-36 beta
Q9NZH8;IL36G;Interleukin-36 gamma
P26951;IL3RA;Interleukin-3 receptor subunit alpha
P05112;IL4;Interleukin-4
P24394;IL4R;Interleukin-4 receptor subunit alpha
Q01344;IL5RA;Interleukin-5 receptor subunit alpha
P05231;IL6;Interleukin-6
P13232;IL7;Interleukin-7
P15248;IL9;Interleukin-9
P29218;IMPA1;Inositol monophosphatase 1
P49441;INPP1;Inositol polyphosphate 1-phosphatase
Q92835;INPP5D;Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1
O15357;INPPL1;Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2
Q9Y5Q6;INSL5;Insulin-like peptide INSL5
Q8WWN9;IPCEF1;Interactor protein for cytohesin exchange factors 1
Q13576;IQGAP2;Ras GTPase-activating-like protein IQGAP2
Q12912;IRAG2;Inositol 1,4,5-triphosphate receptor associated 2
P51617;IRAK1;Interleukin-1 receptor-associated kinase 1
Q9NWZ3;IRAK4;Interleukin-1 receptor-associated kinase 4
B1AKI9;ISM1;Isthmin-1
Q96J02;ITCH;E3 ubiquitin-protein ligase Itchy homolog
Q9UKX5;ITGA11;Integrin alpha-11
P20701;ITGAL;Integrin alpha-L
Q9UKP3;ITGB1BP2;Integrin beta-1-binding protein 2
P18564;ITGB6;Integrin beta-6
P26010;ITGB7;Integrin beta-7
O43736;ITM2A;Integral membrane protein 2A
Q14643;ITPR1;Inositol 1,4,5-trisphosphate receptor type 1
P23276;KEL;Kell blood group glycoprotein
P50053;KHK;Ketohexokinase
Q5VV43;KIAA0319;Dyslexia-associated protein KIAA0319
Q8IZA0;KIAA0319L;Dyslexia-associated protein KIAA0319-like protein
Q14807;KIF22;Kinesin-like protein KIF22
O95239;KIF4A;Chromosome-associated kinesin KIF4A
Q92845;KIFAP3;Kinesin-associated protein 3
P43627_P43628;KIR2DL2_KIR2DL3;Killer cell immunoglobulin-like receptor 2DL2/2DL3
P43629;KIR3DL1;Killer cell immunoglobulin-like receptor 3DL1
P21583;KITLG;Kit ligand
Q86Z14;KLB;Beta-klotho
O60662;KLHL41;Kelch-like protein 41
Q9UKR3;KLK13;Kallikrein-13
Q9H2R5;KLK15;Kallikrein-15
Q12918;KLRB1;Killer cell lectin-like receptor subfamily B member 1
Q13241;KLRD1;Natural killer cells antigen CD94
Q9NZS2;KLRF1;Killer cell lectin-like receptor subfamily F member 1
P26718;KLRK1;NKG2-D type II integral membrane protein
P08727;KRT19;Keratin, type I cytoskeletal 19
P13647;KRT5;Keratin, type II cytoskeletal 5
Q16773;KYAT1;Kynurenine--oxoglutarate transaminase 1
Q16719;KYNU;Kynureninase
P32004;L1CAM;Neural cell adhesion molecule L1
P18627;LAG3;Lymphocyte activation gene 3 protein
Q6ISS4;LAIR2;Leukocyte-associated immunoglobulin-like receptor 2
P07942;LAMB1;Laminin subunit beta-1
Q9UQV4;LAMP3;Lysosome-associated membrane glycoprotein 3
O43561;LAT;Linker for activation of T-cells family member 1
Q9GZY6;LAT2;Linker for activation of T-cells family member 2
O95835;LATS1;Serine/threonine-protein kinase LATS1
Q6UX15;LAYN;Layilin
P06239;LCK;Tyrosine-protein kinase Lck
Q6UWW0;LCN15;Lipocalin-15
O00292;LEFTY2;Left-right determination factor 2
P47929;LGALS7_LGALS7B;Galectin-7
P15018;LIF;Leukemia inhibitory factor
P42702;LIFR;Leukemia inhibitory factor receptor
Q8NHJ6;LILRB4;Leukocyte immunoglobulin-like receptor subfamily B member 4
P07098;LIPF;Gastric triacylglycerol lipase
P20700;LMNB1;Lamin-B1
Q03252;LMNB2;Lamin-B2
P29536;LMOD1;Leiomodin-1
P22079;LPO;Lactoperoxidase
O75427;LRCH4;Leucine-rich repeat and calponin homology domain-containing protein 4
Q96JA1;LRIG1;Leucine-rich repeats and immunoglobulin-like domains protein 1
Q8N386;LRRC25;Leucine-rich repeat-containing protein 25
A6NM11;LRRC37A2;Leucine-rich repeat-containing protein 37A2
Q32MZ4;LRRFIP1;Leucine-rich repeat flightless-interacting protein 1
P09960;LTA4H;Leukotriene A-4 hydrolase
Q9NS15;LTBP3;Latent-transforming growth factor beta-binding protein 3
Q86TE4;LUZP2;Leucine zipper protein 2
Q9BS40;LXN;Latexin
O60449;LY75;Lymphocyte antigen 75
Q9HBG7;LY9;T-lymphocyte surface antigen Ly-9
Q9Y6Y9;LY96;Lymphocyte antigen 96
Q9Y6D9;MAD1L1;Mitotic spindle assembly checkpoint protein MAD1
P20916;MAG;Myelin-associated glycoprotein
O60476;MAN1A2;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB
Q02750;MAP2K1;Dual specificity mitogen-activated protein kinase kinase 1
P52564;MAP2K6;Dual specificity mitogen-activated protein kinase kinase 6
Q99683;MAP3K5;Mitogen-activated protein kinase kinase kinase 5
Q9Y4K4;MAP4K5;Mitogen-activated protein kinase kinase kinase kinase 5
P45984;MAPK9;Mitogen-activated protein kinase 9
P49137;MAPKAPK2;MAP kinase-activated protein kinase 2
P10636;MAPT;Microtubule-associated protein tau
P48740;MASP1;Mannan-binding lectin serine protease 1
O15232;MATN3;Matrilin-3
O15068;MCF2L;Guanine nucleotide exchange factor DBS
Q8NFP4;MDGA1;MAM domain-containing glycosylphosphatidylinositol anchor protein 1
Q9BV79;MECR;Enoyl-[acyl-carrier-protein] reductase, mitochondrial
P08582;MELTF;Melanotransferrin
Q16819;MEP1A;Meprin A subunit alpha
Q6UB28;METAP1D;Methionine aminopeptidase 1D, mitochondrial
P50579;METAP2;Methionine aminopeptidase 2
Q29980_Q29983;MICA_MICB;MHC class I polypeptide-related sequence A_MHC class I polypeptide-related sequence B
Q8NBR6;MINDY2;Ubiquitin carboxyl-terminal hydrolase MINDY-2
P46013;MKI67;Proliferation marker protein Ki-67
Q9BUB5;MKNK1;MAP kinase-interacting serine/threonine-protein kinase 1
P12872;MLN;Promotilin
P08473;MME;Neprilysin
P09238;MMP10;Stromelysin-2
P39900;MMP12;Macrophage metalloelastase
P45452;MMP13;Collagenase 3
Q16653;MOG;Myelin-oligodendrocyte glycoprotein
Q14149;MORC3;MORC family CW-type zinc finger protein 3
Q5T2T1;MPP7;MAGUK p55 subfamily member 7
P11836;MS4A1;B-lymphocyte antigen CD20
Q13421;MSLN;Mesothelin
O14793;MSTN;Growth/differentiation factor 8
Q86UE4;MTDH;Protein LYRIC
Q8WXI7;MUC16;Mucin-16
Q8N307;MUC20;Mucin-20
Q03426;MVK;Mevalonate kinase
P08590;MYL3;Myosin light chain 3
Q13459;MYO9B;Unconventional myosin-IXb
Q02083;NAAA;N-acylethanolamine-hydrolyzing acid amidase
Q96RE7;NACC1;Nucleus accumbens-associated protein 1
P17050;NAGA;Alpha-N-acetylgalactosaminidase
Q9UJ70;NAGK;N-acetyl-D-glucosamine kinase
Q6XQN6;NAPRT;Nicotinate phosphoribosyltransferase
O14594;NCAN;Neurocan core protein
Q9NZQ3;NCKIPSD;NCK-interacting protein with SH3 domain
O76036;NCR1;Natural cytotoxicity triggering receptor 1
Q68D85;NCR3LG1;Natural cytotoxicity triggering receptor 3 ligand 1
P62166;NCS1;Neuronal calcium sensor 1
Q92597;NDRG1;Protein NDRG1
Q16718;NDUFA5;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
Q8N183;NDUFAF2;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2
P17568;NDUFB7;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
Q7Z6G3;NECAB2;N-terminal EF-hand calcium-binding protein 2
P07196;NEFL;Neurofilament light polypeptide
Q92832;NELL1;Protein kinase C-binding protein NELL1
Q92859;NEO1;Neogenin
O94916;NFAT5;Nuclear factor of activated T-cells 5
O95644;NFATC1;Nuclear factor of activated T-cells, cytoplasmic 1
Q12968;NFATC3;Nuclear factor of activated T-cells, cytoplasmic 3
P19838;NFKB1;Nuclear factor NF-kappa-B p105 subunit
O00221;NFKBIE;NF-kappa-B inhibitor epsilon
Q9UMS0;NFU1;NFU1 iron-sulfur cluster scaffold homolog, mitochondrial
Q12986;NFX1;Transcriptional repressor NF-X1
Q9H9Q4;NHEJ1;Non-homologous end-joining factor 1
Q86X76;NIT1;Deaminated glutathione amidase
Q8N2Q7;NLGN1;Neuroligin-1
Q13287;NMI;N-myc-interactor
P29475;NOS1;Nitric oxide synthase, brain
P35228;NOS2;Nitric oxide synthase, inducible
P29474;NOS3;Nitric oxide synthase, endothelial
O60500;NPHS1;Nephrin
P06748;NPM1;Nucleophosmin
P23582;NPPC;C-type natriuretic peptide
O95502;NPTXR;Neuronal pentraxin receptor
P01303;NPY;Pro-neuropeptide Y
P15559;NQO1;NAD(P)H dehydrogenase [quinone] 1
Q99748;NRTN;Neurturin
Q9BXI3;NT5C1A;Cytosolic 5'-nucleotidase 1A
P20783;NTF3;Neurotrophin-3
Q9Y5A7;NUB1;NEDD8 ultimate buster 1
P80303;NUCB2;Nucleobindin-2
Q9Y266;NUDC;Nuclear migration protein nudC
Q8IVD9;NUDCD3;NudC domain-containing protein 3
P49757;NUMB;Protein numb homolog
Q9UKX7;NUP50;Nuclear pore complex protein Nup50
O95157;NXPH3;Neurexophilin-3
Q9NPH6;OBP2B;Odorant-binding protein 2b
Q16625;OCLN;Occludin
A1E959;ODAM;Odontogenic ameloblast-associated protein
O60502;OGA;Protein O-GlcNAcase
Q9NZT2;OGFR;Opioid growth factor receptor
P13725;OSM;Oncostatin-M
Q6GQQ9;OTUD7B;OTU domain-containing protein 7B
Q9Y2J8;PADI2;Protein-arginine deiminase type-2
Q9UM07;PADI4;Protein-arginine deiminase type-4
P09466;PAEP;Glycodelin
Q9NWQ8;PAG1;Phosphoprotein associated with glycosphingolipid-enriched microdomains 1
O75781;PALM;Paralemmin-1
Q8IXS6;PALM2;Paralemmin-2
Q13219;PAPPA;Pappalysin-1
P09874;PARP1;Poly [ADP-ribose] polymerase 1
Q96AQ6;PBXIP1;Pre-B-cell leukemia transcription factor-interacting protein 1
Q15366;PCBP2;Poly(rC)-binding protein 2
Q9NPG4;PCDH12;Protocadherin-12
O60245;PCDH7;Protocadherin-7
Q9HC56;PCDH9;Protocadherin-9
Q9Y5E8;PCDHB15;Protocadherin beta-15
Q16549;PCSK7;Proprotein convertase subtilisin/kexin type 7
Q15116;PDCD1;Programmed cell death protein 1
Q9BQ51;PDCD1LG2;Programmed cell death 1 ligand 2
Q9NRA1;PDGFC;Platelet-derived growth factor C
Q5T2W1;PDZK1;Na(+)/H(+) exchange regulatory cofactor NHE-RF3
P56645;PER3;Period circadian protein homolog 3
O60825;PFKFB2;6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2
P49763;PGF;Placenta growth factor
Q96LB9;PGLYRP3;Peptidoglycan recognition protein 3
Q96G03;PGM2;Phosphopentomutase
P06401;PGR;Progesterone receptor
Q86UU1;PHLDB1;Pleckstrin homology-like domain family B member 1
Q6ZUJ8;PIK3AP1;Phosphoinositide 3-kinase adapter protein 1
Q9Y2I7;PIKFYVE;1-phosphatidylinositol 3-phosphate 5-kinase
O43164;PJA2;E3 ubiquitin-protein ligase Praja-2
Q13563;PKD2;Polycystin-2
O15496;PLA2G10;Group 10 secretory phospholipase A2
O60240;PLIN1;Perilipin-1
Q9HCM2;PLXNA4;Plexin-A4
P54315;PNLIPRP1;Inactive pancreatic lipase-related protein 1
Q8ND90;PNMA1;Paraneoplastic antigen Ma1
Q8TCS8;PNPT1;Polyribonucleotide nucleotidyltransferase 1, mitochondrial
Q8WVV4;POF1B;Protein POF1B
P61218;POLR2F;DNA-directed RNA polymerases I, II, and III subunit RPABC2
Q9H1D9;POLR3F;DNA-directed RNA polymerase III subunit RPC6
P01189;POMC;Pro-opiomelanocortin
Q15165;PON2;Serum paraoxonase/arylesterase 2
Q9UNP9;PPIE;Peptidyl-prolyl cis-trans isomerase E
O60437;PPL;Periplakin
Q9Y570;PPME1;Protein phosphatase methylesterase 1
Q15172;PPP2R5A;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform
Q06830;PRDX1;Peroxiredoxin-1
P30041;PRDX6;Peroxiredoxin-6
Q9HCU5;PREB;Prolactin regulatory element-binding protein
P51888;PRELP;Prolargin
Q9Y478;PRKAB1;5'-AMP-activated protein kinase subunit beta-1
P31321;PRKAR1B;cAMP-dependent protein kinase type I-beta regulatory subunit
P13861;PRKAR2A;cAMP-dependent protein kinase type II-alpha regulatory subunit
O75569;PRKRA;Interferon-inducible double-stranded RNA-dependent protein kinase activator A
P58294;PROK1;Prokineticin-1
Q96M27;PRRC1;Protein PRRC1
Q5FWE3;PRRT3;Proline-rich transmembrane protein 3
Q2VWP7;PRTG;Protogenin
Q6NUJ1;PSAPL1;Proactivator polypeptide-like 1
O75475;PSIP1;PC4 and SFRS1-interacting protein
Q99460;PSMD1;26S proteasome non-ATPase regulatory subunit 1
Q16401;PSMD5;26S proteasome non-ATPase regulatory subunit 5
O00233;PSMD9;26S proteasome non-ATPase regulatory subunit 9
Q06323;PSME1;Proteasome activator complex subunit 1
Q9UL46;PSME2;Proteasome activator complex subunit 2
Q9BT73;PSMG3;Proteasome assembly chaperone 3
Q5JS54;PSMG4;Proteasome assembly chaperone 4
O60542;PSPN;Persephin
O43586;PSTPIP1;Proline-serine-threonine phosphatase-interacting protein 1
P60484;PTEN;Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN
Q9H7Z7;PTGES2;Prostaglandin E synthase 2
P01270;PTH;Parathyroid hormone
Q03431;PTH1R;Parathyroid hormone/parathyroid hormone-related peptide receptor
Q13308;PTK7;Inactive tyrosine-protein kinase 7
O75365;PTP4A3;Protein tyrosine phosphatase type IVA 3
P18031;PTPN1;Tyrosine-protein phosphatase non-receptor type 1
P23467;PTPRB;Receptor-type tyrosine-protein phosphatase beta
Q15262;PTPRK;Receptor-type tyrosine-protein phosphatase kappa
Q92932;PTPRN2;Receptor-type tyrosine-protein phosphatase N2
Q15256;PTPRR;Receptor-type tyrosine-protein phosphatase R
P23471;PTPRZ1;Receptor-type tyrosine-protein phosphatase zeta
P49023;PXN;Paxillin
Q8WXC3;PYDC1;Pyrin domain-containing protein 1
Q6K0P9;PYHIN1;Pyrin and HIN domain-containing protein 1
Q8WUD1;RAB2B;Ras-related protein Rab-2B
Q96AX2;RAB37;Ras-related protein Rab-37
Q8TBN0;RAB3IL1;Guanine nucleotide exchange factor for Rab-3A
Q7Z6P3;RAB44;Ras-related protein Rab-44
Q5R372;RABGAP1L;Rab GTPase-activating protein 1-like
Q5VY80_Q9BZM5;RAET1L_ULBP2;UL16-binding protein 2/6
P11234;RALB;Ras-related protein Ral-B
O60895;RAMP2;Receptor activity-modifying protein 2
P49792;RANBP2;E3 SUMO-protein ligase RanBP2
P47736;RAP1GAP;Rap1 GTPase-activating protein 1
Q7LDG7;RASGRP2;RAS guanyl-releasing protein 2
A6NFN3;RBFOX3;RNA binding protein fox-1 homolog 3
Q9H477;RBKS;Ribokinase
Q93062;RBPMS;RNA-binding protein with multiple splicing
Q5TC82;RC3H1;Roquin-1
O95980;RECK;Reversion-inducing cysteine-rich protein with Kazal motifs
Q6UW15;REG3G;Regenerating islet-derived protein 3-gamma
P07949;RET;Proto-oncogene tyrosine-protein kinase receptor Ret
P35249;RFC4;Replication factor C subunit 4
Q9H4X1;RGCC;Regulator of cell cycle RGCC
P57771;RGS8;Regulator of G-protein signaling 8
Q96NA2;RILP;Rab-interacting lysosomal protein
Q8NC42;RNF149;E3 ubiquitin-protein ligase RNF149
Q96BH1;RNF25;E3 ubiquitin-protein ligase RNF25
Q9H4P4;RNF41;E3 ubiquitin-protein ligase NRDP1
Q9HCK4;ROBO2;Roundabout homolog 2
Q9Y2J0;RPH3A;Rabphilin-3A
P50914;RPL14;60S ribosomal protein L14
Q2MKA7;RSPO1;R-spondin-1
Q9BXY4;RSPO3;R-spondin-3
Q9BSG5;RTBDN;Retbindin
Q9BZR6;RTN4R;Reticulon-4 receptor
P31949;S100A11;Protein S100-A11
P80511;S100A12;Protein S100-A12
Q99584;S100A13;Protein S100-A13
Q96FQ6;S100A16;Protein S100-A16
Q8IVG5;SAMD9L;Sterile alpha motif domain-containing protein 9-like
O75995;SASH3;SAM and SH3 domain-containing protein 3
Q9H4B6;SAV1;Protein salvador homolog 1
O14828;SCAMP3;Secretory carrier-associated membrane protein 3
Q8WTV0;SCARB1;Scavenger receptor class B member 1
Q14108;SCARB2;Lysosome membrane protein 2
P13521;SCG2;Secretogranin-2
O76038;SCGN;Secretagogin
Q8IWT1;SCN4B;Sodium channel subunit beta-4
Q9HB40;SCPEP1;Retinoid-inducible serine carboxypeptidase
Q14160;SCRIB;Protein scribble homolog
Q12765;SCRN1;Secernin-1
P21912;SDHB;Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial
Q9UBV2;SEL1L;Protein sel-1 homolog 1
Q92599;SEPTIN8;Septin-8
P48594;SERPINB4;Serpin B4
P36952;SERPINB5;Serpin B5
P50452;SERPINB8;Serpin B8
P50453;SERPINB9;Serpin B9
O75830;SERPINI2;Serpin I2
Q53H47;SETMAR;Histone-lysine N-methyltransferase SETMAR
Q53EL9;SEZ6;Seizure protein 6 homolog
Q6UXD5;SEZ6L2;Seizure 6-like protein 2
Q8IWL1;SFTPA2;Pulmonary surfactant-associated protein A2
Q9UQQ2;SH2B3;SH2B adapter protein 3
O60880;SH2D1A;SH2 domain-containing protein 1A
A1X283;SH3PXD2B;SH3 and PX domain-containing protein 2B
Q96LC7;SIGLEC10;Sialic acid-binding Ig-like lectin 10
O43699;SIGLEC6;Sialic acid-binding Ig-like lectin 6
Q9Y286;SIGLEC7;Sialic acid-binding Ig-like lectin 7
Q9NYZ4;SIGLEC8;Sialic acid-binding Ig-like lectin 8
Q9Y336;SIGLEC9;Sialic acid-binding Ig-like lectin 9
Q9H173;SIL1;Nucleotide exchange factor SIL1
Q96FS4;SIPA1;Signal-induced proliferation-associated protein 1
Q96EB6;SIRT1;NAD-dependent protein deacetylase sirtuin-1
Q8IXJ6;SIRT2;NAD-dependent protein deacetylase sirtuin-2
Q9Y3P8;SIT1;Signaling threshold-regulating transmembrane adapter 1
Q86WV1;SKAP1;Src kinase-associated phosphoprotein 1
Q9H6Q3;SLA2;Src-like-adapter 2
Q9NQ25;SLAMF7;SLAM family member 7
Q9P0V8;SLAMF8;SLAM family member 8
P53985;SLC16A1;Monocarboxylate transporter 1
O94813;SLIT2;Slit homolog 2 protein
Q96PX8;SLITRK1;SLIT and NTRK-like protein 1
Q9H156;SLITRK2;SLIT and NTRK-like protein 2
Q9H5Y7;SLITRK6;SLIT and NTRK-like protein 6
Q14BN4;SLMAP;Sarcolemmal membrane-associated protein
Q15797;SMAD1;Mothers against decapentaplegic homolog 1
P84022;SMAD3;Mothers against decapentaplegic homolog 3
Q99717;SMAD5;Mothers against decapentaplegic homolog 5
P51532;SMARCA4;Transcription activator BRG1
P17405;SMPD1;Sphingomyelin phosphodiesterase
Q9HCE7;SMURF1;E3 ubiquitin-protein ligase SMURF1
P60880;SNAP25;Synaptosomal-associated protein 25
O76070;SNCG;Gamma-synuclein
Q8TER0;SNED1;Sushi, nidogen and EGF-like domain-containing protein 1
Q8TEQ0;SNX29;Sorting nexin-29
Q9Y5X3;SNX5;Sorting nexin-5
Q8IUW3;SPATA2L;Spermatogenesis-associated protein 2-like protein
Q6UWN8;SPINK6;Serine protease inhibitor Kazal-type 6
Q08629;SPOCK1;Testican-1
Q9UBC9;SPRR3;Small proline-rich protein 3
O43597;SPRY2;Protein sprouty homolog 2
O15020;SPTBN2;Spectrin beta chain, non-erythrocytic 2
P37108;SRP14;Signal recognition particle 14 kDa protein
P78362;SRPK2;SRSF protein kinase 2
P05455;SSB;Lupus La protein
Q11201;ST3GAL1;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1
O95630;STAMBP;STAM-binding protein
P52630;STAT2;Signal transducer and activator of transcription 2
Q15831;STK11;Serine/threonine-protein kinase STK11
Q12846;STX4;Syntaxin-4
Q13190;STX5;Syntaxin-5
O15400;STX7;Syntaxin-7
Q9UNK0;STX8;Syntaxin-8
O00186;STXBP3;Syntaxin-binding protein 3
Q06520;SULT2A1;Sulfotransferase 2A1
Q5VX71;SUSD4;Sushi domain-containing protein 4
Q9UH65;SWAP70;Switch-associated protein 70
P21579;SYT1;Synaptotagmin-1
Q9NYJ8;TAB2;TGF-beta-activated kinase 1 and MAP3K7-binding protein 2
P09758;TACSTD2;Tumor-associated calcium signal transducer 2
Q7Z5A7;TAFA5;Chemokine-like protein TAFA-5
Q15633;TARBP2;RISC-loading complex subunit TARBP2
Q86VP1;TAX1BP1;Tax1-binding protein 1
O14776;TCERG1;Transcription elongation regulator 1
P56279;TCL1A;T-cell leukemia/lymphoma protein 1A
P13385;TDGF1;Teratocarcinoma-derived growth factor 1
P01266;TG;Thyroglobulin
P01135;TGFA;Protransforming growth factor alpha
P01137;TGFB1;Transforming growth factor beta-1 proprotein
P36897;TGFBR1;TGF-beta receptor type-1
P40225;THPO;Thrombopoietin
Q9NQ88;TIGAR;Fructose-2,6-bisphosphatase TIGAR
P16035;TIMP2;Metalloproteinase inhibitor 2
P04183;TK1;Thymidine kinase, cytosolic
Q15399;TLR1;Toll-like receptor 1
O60603;TLR2;Toll-like receptor 2
O15455;TLR3;Toll-like receptor 3
O00206;TLR4;Toll-like receptor 4
Q96A25;TMEM106A;Transmembrane protein 106A
Q86YD3;TMEM25;Transmembrane protein 25
O60235;TMPRSS11D;Transmembrane protease serine 11D
P98073;TMPRSS15;Enteropeptidase
Q9H3S3;TMPRSS5;Transmembrane protease serine 5
P01375;TNF;Tumor necrosis factor
P98066;TNFAIP6;Tumor necrosis factor-inducible gene 6 protein
O95379;TNFAIP8;Tumor necrosis factor alpha-induced protein 8
O00220;TNFRSF10A;Tumor necrosis factor receptor superfamily member 10A
O14763;TNFRSF10B;Tumor necrosis factor receptor superfamily member 10B
Q9Y6Q6;TNFRSF11A;Tumor necrosis factor receptor superfamily member 11A
Q96RJ3;TNFRSF13C;Tumor necrosis factor receptor superfamily member 13C
Q9NS68;TNFRSF19;Tumor necrosis factor receptor superfamily member 19
O95407;TNFRSF6B;Tumor necrosis factor receptor superfamily member 6B
Q07011;TNFRSF9;Tumor necrosis factor receptor superfamily member 9
O14788;TNFSF11;Tumor necrosis factor ligand superfamily member 11
O43508;TNFSF12;Tumor necrosis factor ligand superfamily member 12
O75888;TNFSF13;Tumor necrosis factor ligand superfamily member 13
O43557;TNFSF14;Tumor necrosis factor ligand superfamily member 14
O95150;TNFSF15;Tumor necrosis factor ligand superfamily member 15
Q15025;TNIP1;TNFAIP3-interacting protein 1
Q92752;TNR;Tenascin-R
Q02880;TOP2B;DNA topoisomerase 2-beta
P04637;TP53;Cellular tumor antigen p53
Q12888;TP53BP1;TP53-binding protein 1
P51580;TPMT;Thiopurine S-methyltransferase
P12270;TPR;Nucleoprotein TPR
Q15661;TPSAB1;Tryptase alpha/beta-1
O43715;TRIAP1;TP53-regulated inhibitor of apoptosis 1
P19474;TRIM21;E3 ubiquitin-protein ligase TRIM21
Q14258;TRIM25;E3 ubiquitin/ISG15 ligase TRIM25
Q6P9F5;TRIM40;E3 ubiquitin ligase TRIM40
Q9C035;TRIM5;Tripartite motif-containing protein 5
Q8NG06;TRIM58;E3 ubiquitin-protein ligase TRIM58
Q15643;TRIP11;Thyroid receptor-interacting protein 11
Q969D9;TSLP;Thymic stromal lymphopoietin
P40222;TXLNA;Alpha-taxilin
P04818;TYMS;Thymidylate synthase
P62987;UBA52;Ubiquitin-60S ribosomal protein L40
Q9BSL1;UBAC1;Ubiquitin-associated domain-containing protein 1
P63146;UBE2B;Ubiquitin-conjugating enzyme E2 B
Q9H832;UBE2Z;Ubiquitin-conjugating enzyme E2 Z
P11441;UBL4A;Ubiquitin-like protein 4A
P13051;UNG;Uracil-DNA glycosylase
O60763;USO1;General vesicular transport factor p115
P40818;USP8;Ubiquitin carboxyl-terminal hydrolase 8
Q9BV40;VAMP8;Vesicle-associated membrane protein 8
Q9UKW4;VAV3;Guanine nucleotide exchange factor VAV3
P49765;VEGFB;Vascular endothelial growth factor B
O43915;VEGFD;Vascular endothelial growth factor D
O15240;VGF;Neurosecretory protein VGF
O95498;VNN2;Pantetheine hydrolase VNN2
Q86VR7;VSIG10L;V-set and immunoglobulin domain-containing protein 10-like
P62760;VSNL1;Visinin-like protein 1
Q6PCB0;VWA1;von Willebrand factor A domain-containing protein 1
Q2TAL6;VWC2;Brorin
P42768;WAS;Actin nucleation-promoting factor WAS
Q9UPY6;WASF3;Actin-binding protein WASF3
O00401;WASL;Actin nucleation-promoting factor WASL
A4D1P6;WDR91;WD repeat-containing protein 91
Q9Y5W5;WIF1;Wnt inhibitory factor 1
O14904;WNT9A;Protein Wnt-9a
O00308;WWP2;NEDD4-like E3 ubiquitin-protein ligase WWP2
P47992;XCL1;Lymphotactin
P98170;XIAP;E3 ubiquitin-protein ligase XIAP
P07947;YES1;Tyrosine-protein kinase Yes
Q5VVQ6;YOD1;Ubiquitin thioesterase OTU1
Q9H171;ZBP1;Z-DNA-binding protein 1
Q05516;ZBTB16;Zinc finger and BTB domain-containing protein 16
Q13105;ZBTB17;Zinc finger and BTB domain-containing protein 17
Q5D1E8;ZC3H12A;Endoribonuclease ZC3H12A
Q7Z7L7;ZER1;Protein zer-1 homolog
Q8WV99;ZFAND2B;AN1-type zinc finger protein 2B
Q99731;CCL19;C-C motif chemokine 19
P13500;CCL2;C-C motif chemokine 2
P55773;CCL23;C-C motif chemokine 23
P20138;CD33;Myeloid cell surface antigen CD33
Q99895;CTRC;Chymotrypsin-C
O14625;CXCL11;C-X-C motif chemokine 11
Q14116;IL18;Interleukin-18
